X,Y,FID,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor
-80.146389,40.501389,1719,,"Breslube-Penn, Inc",50,PAD089667695,301139,1456,3,Pennsylvania,Coraopolis,Allegheny,NPL Site,-80.146389,40.501389,10/02/1995,06/17/1996,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900225"" target=""_blank"">PAD089667695 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301139"" target=""_blank"">Breslube-Penn, Inc</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-10-02/pdf/95-24414.pdf"" target=""_blank"">10/02/1995 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-17/pdf/96-15032.pdf"" target=""_blank"">06/17/1996 (PDF)</a>",,,No,,,,
-75.382222,40.251944,1720,,Salford Quarry,50,PAD980693204,301486,1490,3,Pennsylvania,Lower Salford Township,Montgomery,NPL Site,-75.382222,40.251944,04/01/1997,09/23/2009,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900028"" target=""_blank"">PAD980693204 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301486"" target=""_blank"">Salford Quarry</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-04-01/pdf/97-8087.pdf"" target=""_blank"">04/01/1997 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22934.pdf"" target=""_blank"">09/23/2009 (PDF)</a>",,,No,,,,
-80.510278,41.198611,1721,,Sharon Steel Corp (Farrell Works Disposal Area) ,50,PAD001933175,300530,1502,3,Pennsylvania,Hickory Township,Mercer,NPL Site,-80.510278,41.198611,03/06/1998,07/28/1998,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900231"" target=""_blank"">PAD001933175 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300530"" target=""_blank"">Sharon Steel Corp (Farrell Works Disposal Area) </a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,,No,,,,
-75.908333,39.995833,1722,,Old Wilmington Road Ground Water Contamination,50,PAD981938939,302420,1564,3,Pennsylvania,Sadsburyville,Chester,NPL Site,-75.908333,39.995833,07/22/1999,02/04/2000,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900240"" target=""_blank"">PAD981938939 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302420"" target=""_blank"">Old Wilmington Road Ground Water Contamination</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-02-04/pdf/00-2474.pdf"" target=""_blank"">02/04/2000 (PDF)</a>",,,No,,,,
-75.267778,39.885556,1723,,Lower Darby Creek Area,50,PASFN0305521,305521,1592,3,Pennsylvania,Darby Township,"Delaware, Philadelphia",NPL Site,-75.267778,39.885556,05/11/2000,06/14/2001,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900244"" target=""_blank"">PASFN0305521 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305521"" target=""_blank"">Lower Darby Creek Area</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11563.pdf"" target=""_blank"">05/11/2000 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14616.pdf"" target=""_blank"">06/14/2001 (PDF)</a>",,,No,,,,
-76.015556,40.967778,1724,,Valmont TCE,43.16,PAD982363970,303307,1632,3,Pennsylvania,West Hazleton,Luzerne,NPL Site,-76.015556,40.967778,06/14/2001,09/13/2001,09/07/2011,1104,,,"<a href=""https://semspub.epa.gov/src/document/03/900245"" target=""_blank"">PAD982363970 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303307"" target=""_blank"">Valmont TCE</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14617.pdf"" target=""_blank"">06/14/2001 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22741.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,,No,,,,
-75.331861,40.460139,1725,,Watson Johnson Landfill,70.71,PAD980706824,301517,1633,3,Pennsylvania,Richland Township,Bucks,NPL Site,-75.331861,40.460139,06/14/2001,09/13/2001,03/25/2019,1206,,,"<a href=""https://semspub.epa.gov/src/document/03/900246"" target=""_blank"">PAD980706824 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301517"" target=""_blank"">Watson Johnson Landfill</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14617.pdf"" target=""_blank"">06/14/2001 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22741.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,,No,,,,
-75.083889,39.983194,1726,,Franklin Slag Pile (MDC),50.2,PASFN0305549,305549,1644,3,Pennsylvania,Philadelphia,Philadelphia,NPL Site,-75.083889,39.983194,09/13/2001,09/05/2002,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900247"" target=""_blank"">PASFN0305549 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305549"" target=""_blank"">Franklin Slag Pile (MDC)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>",,,No,,,,
-77.64,40.0075,1727,,Letterkenny Army Depot (PDO Area),37.51,PA2210090054,302458,1686,3,Pennsylvania,Franklin County,Franklin,NPL Site,-77.64,40.0075,07/22/1987,03/13/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900252"" target=""_blank"">PA2210090054 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302458"" target=""_blank"">Letterkenny Army Depot (PDO Area)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189646"" target=""_blank"">07/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189630"" target=""_blank"">03/13/1989 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-75.492919,40.043189,1728,,Paoli Rail Yard,32.18,PAD980692594,301447,1687,3,Pennsylvania,Paoli,Chester,NPL Site,-75.492919,40.043189,06/24/1988,08/30/1990,07/12/2005,934,,,"<a href=""https://semspub.epa.gov/src/document/03/900253"" target=""_blank"">PAD980692594 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301447"" target=""_blank"">Paoli Rail Yard</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-76.175361,40.35395,1729,,Ryeland Road Arsenic,60.3,PAD981033459,301755,1709,3,Pennsylvania,Heidelberg Township,Berks,NPL Site,-76.175361,40.35395,03/08/2004,07/22/2004,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900256"" target=""_blank"">PAD981033459 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301755"" target=""_blank"">Ryeland Road Arsenic</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-03-08/pdf/04-5109.pdf"" target=""_blank"">03/08/2004 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-07-22/pdf/04-16571.pdf"" target=""_blank"">07/22/2004 (PDF)</a>",,,No,,,,
-75.980228,40.549507,1730,,Price Battery,37.86,PAN000305679,305679,1723,3,Pennsylvania,Hamburg,Berks,NPL Site,-75.980228,40.549507,09/23/2004,04/27/2005,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900258"" target=""_blank"">PAN000305679 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305679"" target=""_blank"">Price Battery</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-09-23/pdf/04-21387.pdf"" target=""_blank"">09/23/2004 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8321.pdf"" target=""_blank"">04/27/2005 (PDF)</a>",,,No,,,,
-76.376389,41.015278,1731,,Safety Light Corporation,70.71,PAD987295276,304257,1724,3,Pennsylvania,Bloomsburg,Columbia,NPL Site,-76.376389,41.015278,09/23/2004,04/27/2005,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900259"" target=""_blank"">PAD987295276 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304257"" target=""_blank"">Safety Light Corporation</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-09-23/pdf/04-21387.pdf"" target=""_blank"">09/23/2004 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8321.pdf"" target=""_blank"">04/27/2005 (PDF)</a>",,,No,,,,
-78.801944,41.139167,1732,,Jackson Ceramix,30.22,PAD001222025,300517,1735,3,Pennsylvania,Falls Creek,Jefferson,NPL Site,-78.801944,41.139167,04/27/2005,09/14/2005,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900029"" target=""_blank"">PAD001222025 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300517"" target=""_blank"">Jackson Ceramix</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8322.pdf"" target=""_blank"">04/27/2005 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-09-14/pdf/05-18235.pdf"" target=""_blank"">09/14/2005 (PDF)</a>",,,No,,,,
-75.136003,40.315958,1733,,Chem-Fab,50,PAD002323848,300563,1769,3,Pennsylvania,Doylestown,Bucks,NPL Site,-75.136003,40.315958,09/19/2007,03/19/2008,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900031"" target=""_blank"">PAD002323848 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300563"" target=""_blank"">Chem-Fab</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18154.pdf"" target=""_blank"">09/19/2007 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-03-19/pdf/E8-5557.pdf"" target=""_blank"">03/19/2008 (PDF)</a>",,,No,,,,
-75.228625,40.153472,1734,,BoRit Asbestos,50,PAD981034887,301842,1781,3,Pennsylvania,Ambler,Montgomery,NPL Site,-75.228625,40.153472,09/03/2008,04/09/2009,06/28/2018,1199,,,"<a href=""https://semspub.epa.gov/src/document/03/900032"" target=""_blank"">PAD981034887 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301842"" target=""_blank"">BoRit Asbestos</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-03/pdf/E8-20389.pdf"" target=""_blank"">09/03/2008 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7825.pdf"" target=""_blank"">04/09/2009 (PDF)</a>",,,No,,,,
-75.878056,41.133056,1735,,Foster Wheeler Energy Corporation/Church Road TCE,50,PAD003031788,300671,1794,3,Pennsylvania,Mountain Top,Luzerne,Proposed NPL Site,-75.878056,41.133056,04/09/2009,,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900034"" target=""_blank"">PAD003031788 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300671"" target=""_blank"">Foster Wheeler Energy Corporation/Church Road TCE</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7824.pdf"" target=""_blank"">04/09/2009 (PDF)</a>",,,,,No,,,,
-75.399047,39.824981,1736,,Metro Container Corporation,50,PAD044545895,300939,1852,3,Pennsylvania,Trainer,Delaware,NPL Site,-75.399047,39.824981,09/16/2011,03/15/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900039"" target=""_blank"">PAD044545895 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300939"" target=""_blank"">Metro Container Corporation</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23651.pdf"" target=""_blank"">09/16/2011 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6329.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,,No,,,,
-75.455133,40.299483,1737,,Baghurst Drive,50,PAN000306939,306939,1895,3,Pennsylvania,Harleysville,Montgomery,NPL Site,-75.455133,40.299483,05/12/2014,09/22/2014,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900040"" target=""_blank"">PAN000306939 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0306939"" target=""_blank"">Baghurst Drive</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-05-12/pdf/2014-10832.pdf"" target=""_blank"">05/12/2014 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-09-22/pdf/2014-22429.pdf"" target=""_blank"">09/22/2014 (PDF)</a>",,,No,,,,
-66.547781,18.41055,1738,,Barceloneta Landfill,41.11,PRD980509129,202486,239,2,Puerto Rico,Florida Afuera,Florida,Deleted NPL Site,-66.547781,18.41055,12/30/1982,09/08/1983,09/27/2000,732,08/18/2011,10/03/2011,"<a href=""https://semspub.epa.gov/src/document/02/363603"" target=""_blank"">PRD980509129 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202486"" target=""_blank"">Barceloneta Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-08-18/pdf/2011-21123.pdf"" target=""_blank"">10/03/2011 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-08-18/pdf/2011-21122.pdf"" target=""_blank"">08/18/2011 (PDF)</a>",,No,,,,
-65.790281,18.15195,1739,,Frontera Creek,43.07,PRD980640965,202550,240,2,Puerto Rico,Rio Abajo,Humacao,Deleted NPL Site,-65.790281,18.15195,12/30/1982,09/08/1983,09/30/1997,471,07/30/1998,12/29/1998,"<a href=""https://semspub.epa.gov/src/document/02/363604"" target=""_blank"">PRD980640965 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202550"" target=""_blank"">Frontera Creek</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-12-29/pdf/98-34303.pdf"" target=""_blank"">12/29/1998 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-30/pdf/98-20153.pdf"" target=""_blank"">07/30/1998 (PDF)</a>",,No,,,,
-66.508889,18.059439,1740,,GE Wiring Devices,31.24,PRD090282757,202464,241,2,Puerto Rico,Juana Diaz,Juana Diaz,Deleted NPL Site,-66.508889,18.059439,12/30/1982,09/08/1983,06/20/2000,688,08/17/2000,10/16/2000,"<a href=""https://semspub.epa.gov/src/document/02/363605"" target=""_blank"">PRD090282757 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202464"" target=""_blank"">GE Wiring Devices</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-08-17/pdf/00-20725.pdf"" target=""_blank"">10/16/2000 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-08-17/pdf/00-20726.pdf"" target=""_blank"">08/17/2000 (PDF)</a>",,No,,,,
-65.9087,18.2232,1741,,Juncos Landfill,32.57,PRD980512362,202511,242,2,Puerto Rico,Juncos,Juncos,NPL Site,-65.9087,18.2232,12/30/1982,09/08/1983,09/19/2005,947,,,"<a href=""https://semspub.epa.gov/src/document/02/363606"" target=""_blank"">PRD980512362 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202511"" target=""_blank"">Juncos Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-66.580561,18.43,1742,,RCA Del Caribe,31.14,PRD090370537,202466,243,2,Puerto Rico,Barceloneta,Barceloneta,Deleted NPL Site,-66.580561,18.43,12/30/1982,09/08/1983,09/06/2000,707,04/18/2005,06/17/2005,"<a href=""https://semspub.epa.gov/src/document/02/363607"" target=""_blank"">PRD090370537 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202466"" target=""_blank"">RCA Del Caribe</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-18/pdf/05-7572.pdf"" target=""_blank"">06/17/2005 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-18/pdf/05-7573.pdf"" target=""_blank"">04/18/2005 (PDF)</a>",,No,,,,
-66.330281,18.418061,1743,,Vega Alta Public Supply Wells,42.24,PRD980763775,202558,244,2,Puerto Rico,Vega Alta,Vega Alta,NPL Site,-66.330281,18.418061,09/08/1983,09/21/1984,03/25/2003,850,,,"<a href=""https://semspub.epa.gov/src/document/02/363608"" target=""_blank"">PRD980763775 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202558"" target=""_blank"">Vega Alta Public Supply Wells</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,
-66.5901,18.4292,1744,,Upjohn Facility,41.92,PRD980301154,202480,245,2,Puerto Rico,Barceloneta,Barceloneta,NPL Site,-66.5901,18.4292,09/08/1983,09/21/1984,09/09/1998,533,,,"<a href=""https://semspub.epa.gov/src/document/02/363609"" target=""_blank"">PRD980301154 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202480"" target=""_blank"">Upjohn Facility</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,
-66.1461,17.9632,1745,,Fibers Public Supply Wells,35.34,PRD980763783,202559,246,2,Puerto Rico,Jobos,Guayama,NPL Site,-66.1461,17.9632,09/08/1983,09/21/1984,09/16/1999,626,,,"<a href=""https://semspub.epa.gov/src/document/02/363610"" target=""_blank"">PRD980763783 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202559"" target=""_blank"">Fibers Public Supply Wells</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,
-66.190281,18.433061,1746,,Naval Security Group Activity,34.28,PR4170027383,202698,1028,2,Puerto Rico,Sabana Seca,Toa Baja,Deleted NPL Site,-66.190281,18.433061,06/24/1988,10/04/1989,09/30/1997,484,07/30/1998,10/07/1998,"<a href=""https://semspub.epa.gov/src/document/02/363383"" target=""_blank"">PR4170027383 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202698"" target=""_blank"">Naval Security Group Activity</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-10-07/pdf/98-26631.pdf"" target=""_blank"">10/07/1998 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-30/pdf/98-20152.pdf"" target=""_blank"">07/30/1998 (PDF)</a>",,No,,,,
-66.38,18.41,1747,,V&M/Albaladejo,50,PRD987366101,202869,1479,2,Puerto Rico,Almirante Norte Ward,Vega Baja,Deleted NPL Site,-66.38,18.41,06/17/1996,12/23/1996,09/29/2000,757,08/21/2001,10/22/2001,"<a href=""https://semspub.epa.gov/src/document/02/363464"" target=""_blank"">PRD987366101 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202869"" target=""_blank"">V&M/Albaladejo</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-17/pdf/96-15033.pdf"" target=""_blank"">06/17/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-21/pdf/01-20890.pdf"" target=""_blank"">10/22/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-12-23/pdf/96-32353.pdf"" target=""_blank"">12/23/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-21/pdf/01-20891.pdf"" target=""_blank"">08/21/2001 (PDF)</a>",,No,,,,
-66.389722,18.434306,1748,,Vega Baja Solid Waste Disposal,50.37,PRD980512669,202533,1548,2,Puerto Rico,Rio Abajo Ward,Vega Baja,NPL Site,-66.389722,18.434306,04/23/1999,07/22/1999,08/10/2016,1183,,,"<a href=""https://semspub.epa.gov/src/document/02/363488"" target=""_blank"">PRD980512669 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202533"" target=""_blank"">Vega Baja Solid Waste Disposal</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-04-23/pdf/99-10236.pdf"" target=""_blank"">04/23/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18602.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,,No,,,,
-66.231944,18.409167,1749,,"Scorpio Recycling, Inc.",50,PRD987376662,203570,1575,2,Puerto Rico,Candeleria Ward,Toa Baja,NPL Site,-66.231944,18.409167,10/22/1999,02/04/2000,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363500"" target=""_blank"">PRD987376662 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203570"" target=""_blank"">Scorpio Recycling, Inc.</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-10-22/pdf/99-27538.pdf"" target=""_blank"">10/22/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-02-04/pdf/00-2474.pdf"" target=""_blank"">02/04/2000 (PDF)</a>",,,No,,,,
